model,path,evidence_in,mask_area,concentration,correct
dinov2,009.Brewer_Blackbird/Brewer_Blackbird_0080_2234.jpg,0.21745936719971629,0.11328125,1.9196411409946914,1
dinov2,010.Red_winged_Blackbird/Red_Winged_Blackbird_0017_4116.jpg,0.295106447950661,0.1953125,1.5109449361470035,0
dinov2,010.Red_winged_Blackbird/Red_Winged_Blackbird_0042_3635.jpg,0.10716214842218101,0.08203125,1.3063574596096783,0
dinov2,011.Rusty_Blackbird/Rusty_Blackbird_0109_6698.jpg,0.06664111872876258,0.12109375,0.5503266124428094,0
dinov2,011.Rusty_Blackbird/Rusty_Blackbird_0005_6771.jpg,0.23099584995566322,0.18359375,1.2581900929294287,0
dinov2,012.Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0080_8601.jpg,0.11620953117672353,0.09375,1.2395682003311097,1
dinov2,012.Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0023_7325.jpg,0.1867707423010879,0.125,1.4941658188754376,0
dinov2,013.Bobolink/Bobolink_0074_9311.jpg,0.03741966902742691,0.03125,1.1974290257003728,1
dinov2,013.Bobolink/Bobolink_0097_10861.jpg,0.13304950422385425,0.0234375,5.676776424793173,0
dinov2,013.Bobolink/Bobolink_0110_9496.jpg,0.06355489318687767,0.0390625,1.6270048490708269,1
dinov2,014.Indigo_Bunting/Indigo_Bunting_0025_12532.jpg,0.12066789978686775,0.0625,1.9306860876801102,1
dinov2,014.Indigo_Bunting/Indigo_Bunting_0029_13761.jpg,0.07541111895137899,0.046875,1.6087701944251103,1
dinov2,015.Lazuli_Bunting/Lazuli_Bunting_0037_15021.jpg,0.024393776510181417,0.0234375,1.040800687026114,1
dinov2,015.Lazuli_Bunting/Lazuli_Bunting_0093_15030.jpg,0.06242979259007637,0.046875,1.3318352911301004,1
dinov2,015.Lazuli_Bunting/Lazuli_Bunting_0057_14775.jpg,0.1679192743492432,0.16796875,0.9997053877711737,1
dinov2,016.Painted_Bunting/Painted_Bunting_0004_16641.jpg,0.2509361575162365,0.16796875,1.4939454069687512,1
dinov2,016.Painted_Bunting/Painted_Bunting_0010_16948.jpg,0.19389222624319075,0.171875,1.1281001597800095,1
dinov2,016.Painted_Bunting/Painted_Bunting_0080_16534.jpg,0.07677753559896938,0.046875,1.6379204100216593,0
dinov2,017.Cardinal/Cardinal_0038_19203.jpg,0.12951044739568215,0.12109375,1.0695055417858208,1
dinov2,017.Cardinal/Cardinal_0105_19045.jpg,0.07972570336096813,0.09375,0.8504074118068694,1
dinov2,018.Spotted_Catbird/Spotted_Catbird_0033_796805.jpg,0.28038925552308147,0.18359375,1.5272265000895535,1
dinov2,018.Spotted_Catbird/Spotted_Catbird_0015_796808.jpg,0.29709337646830225,0.1484375,2.001471032950514,1
dinov2,018.Spotted_Catbird/Spotted_Catbird_0032_796828.jpg,0.2954482974623501,0.171875,1.7189718124953133,1
dinov2,019.Gray_Catbird/Gray_Catbird_0028_20598.jpg,0.16406087765660846,0.21484375,0.7636287768218563,1
dinov2,019.Gray_Catbird/Gray_Catbird_0075_21125.jpg,0.20345746907938622,0.17578125,1.1574468693613087,1
dinov2,019.Gray_Catbird/Gray_Catbird_0104_20716.jpg,0.3198285581754657,0.203125,1.5745405165787596,1
dinov2,020.Yellow_breasted_Chat/Yellow_Breasted_Chat_0109_21796.jpg,0.05715554607463493,0.05078125,1.1255243779818564,1
dinov2,020.Yellow_breasted_Chat/Yellow_Breasted_Chat_0035_21870.jpg,0.0794614892081299,0.04296875,1.8492851366464822,1
dinov2,020.Yellow_breasted_Chat/Yellow_Breasted_Chat_0085_21899.jpg,0.226264067606348,0.1640625,1.3791332803962832,0
dinov2,021.Eastern_Towhee/Eastern_Towhee_0095_22594.jpg,0.07575603163852224,0.03515625,2.1548376203419317,1
dinov2,021.Eastern_Towhee/Eastern_Towhee_0085_22674.jpg,0.2398887913760675,0.1640625,1.4621792106927263,1
dinov2,021.Eastern_Towhee/Eastern_Towhee_0105_22675.jpg,0.03256514760669076,0.0234375,1.3894457050553048,1
dinov2,021.Eastern_Towhee/Eastern_Towhee_0112_22231.jpg,0.21763715965885388,0.125,1.7410971379830602,0
dinov2,021.Eastern_Towhee/Eastern_Towhee_0031_22233.jpg,0.07756153082495754,0.05859375,1.3237165668316477,1
dinov2,021.Eastern_Towhee/Eastern_Towhee_0022_22279.jpg,0.15759517453780053,0.09765625,1.6137744220165766,0
dinov2,021.Eastern_Towhee/Eastern_Towhee_0121_22319.jpg,0.19992429908782824,0.13671875,1.4623033377996426,1
dinov2,022.Chuck_will_Widow/Chuck_Will_Widow_0019_22806.jpg,0.15364165812318015,0.06640625,2.3136622680328656,1
dinov2,022.Chuck_will_Widow/Chuck_Will_Widow_0022_796967.jpg,0.5783202035219729,0.4453125,1.2986839366402998,1
dinov2,022.Chuck_will_Widow/Chuck_Will_Widow_0027_796978.jpg,0.7393501543985174,0.5546875,1.332912930378615,0
dinov2,022.Chuck_will_Widow/Chuck_Will_Widow_0031_796981.jpg,0.21822595402676392,0.12890625,1.6929042393035367,1
dinov2,023.Brandt_Cormorant/Brandt_Cormorant_0092_23061.jpg,0.4005253423179223,0.26953125,1.4860070120175386,0
dinov2,024.Red_faced_Cormorant/Red_Faced_Cormorant_0021_796265.jpg,0.13381858635138724,0.08203125,1.6313120918950563,1
dinov2,024.Red_faced_Cormorant/Red_Faced_Cormorant_0054_796301.jpg,0.2892046027773142,0.2578125,1.121763264231492,1
dinov2,025.Pelagic_Cormorant/Pelagic_Cormorant_0042_23522.jpg,0.16724371811275826,0.12109375,1.3811093000395582,0
dinov2,026.Bronzed_Cowbird/Bronzed_Cowbird_0043_796224.jpg,0.10497003923961118,0.12890625,0.8143129685060383,1
dinov2,026.Bronzed_Cowbird/Bronzed_Cowbird_0073_796226.jpg,0.23397409442715894,0.09375,2.4957234076791988,0
dinov2,026.Bronzed_Cowbird/Bronzed_Cowbird_0031_24139.jpg,0.21239868520172908,0.078125,2.7187028225881713,0
dinov2,027.Shiny_Cowbird/Shiny_Cowbird_0057_24345.jpg,0.05056893428197152,0.0390625,1.294564386209988,0
dinov2,027.Shiny_Cowbird/Shiny_Cowbird_0039_24359.jpg,0.01929878799638229,0.03125,0.6175610182647074,0
dinov2,028.Brown_Creeper/Brown_Creeper_0124_24963.jpg,0.07079837210885513,0.1015625,0.6970915952043243,0
dinov2,028.Brown_Creeper/Brown_Creeper_0101_24987.jpg,0.048739068529745036,0.04296875,1.1342907854391198,1
dinov2,028.Brown_Creeper/Brown_Creeper_0006_25034.jpg,0.06809991498602361,0.0625,1.0895984654406234,1
dinov2,030.Fish_Crow/Fish_Crow_0067_26124.jpg,0.2308932243251108,0.1328125,1.738490028726291,0
dinov2,030.Fish_Crow/Fish_Crow_0034_25891.jpg,0.4088934101576878,0.2421875,1.6883340109392422,1
dinov2,031.Black_billed_Cuckoo/Black_Billed_Cuckoo_0030_26240.jpg,0.21890551366134964,0.171875,1.2736320053819903,1
dinov2,031.Black_billed_Cuckoo/Black_Billed_Cuckoo_0008_795305.jpg,0.10817697943964948,0.05859375,1.8462201340151148,1
dinov2,031.Black_billed_Cuckoo/Black_Billed_Cuckoo_0043_795324.jpg,0.10931711377480592,0.078125,1.3992588772123795,1
dinov2,032.Mangrove_Cuckoo/Mangrove_Cuckoo_0018_794593.jpg,0.2299946816775521,0.2265625,1.0151488950115892,1
dinov2,032.Mangrove_Cuckoo/Mangrove_Cuckoo_0035_794595.jpg,0.1556972307785431,0.1484375,1.048907589318516,1
dinov2,032.Mangrove_Cuckoo/Mangrove_Cuckoo_0003_794619.jpg,0.18777753758834456,0.16796875,1.1179313200165588,1
dinov2,033.Yellow_billed_Cuckoo/Yellow_Billed_Cuckoo_0074_26466.jpg,0.09685452207338174,0.0546875,1.7710537940634294,0
dinov2,033.Yellow_billed_Cuckoo/Yellow_Billed_Cuckoo_0043_26492.jpg,0.19012070726635133,0.09765625,1.9468358430514474,0
dinov2,033.Yellow_billed_Cuckoo/Yellow_Billed_Cuckoo_0088_26812.jpg,0.2270779297833184,0.203125,1.1179220608201736,1
dinov2,033.Yellow_billed_Cuckoo/Yellow_Billed_Cuckoo_0006_26578.jpg,0.1669054405870443,0.109375,1.5259924601336659,1
dinov2,034.Gray_crowned_Rosy_Finch/Gray_Crowned_Rosy_Finch_0079_797294.jpg,0.0968413353870998,0.08984375,1.0778860478134464,1
dinov2,034.Gray_crowned_Rosy_Finch/Gray_Crowned_Rosy_Finch_0057_27107.jpg,0.36573466222706813,0.265625,1.3768833824309998,1
dinov2,035.Purple_Finch/Purple_Finch_0021_28235.jpg,0.17818546571302335,0.15625,1.1403869075785873,1
dinov2,035.Purple_Finch/Purple_Finch_0030_27255.jpg,0.07278838582997238,0.1015625,0.7166855745291484,1
dinov2,035.Purple_Finch/Purple_Finch_0065_27473.jpg,0.14951809519897405,0.12109375,1.2347299745170524,1
dinov2,036.Northern_Flicker/Northern_Flicker_0093_28700.jpg,0.32014673111809766,0.1640625,1.9513704326363024,1
dinov2,036.Northern_Flicker/Northern_Flicker_0131_28962.jpg,0.11529567322228494,0.02734375,4.216525935799792,0
dinov2,036.Northern_Flicker/Northern_Flicker_0090_28491.jpg,0.3998007870648875,0.16796875,2.380209195238969,0
dinov2,036.Northern_Flicker/Northern_Flicker_0051_28650.jpg,0.30192583119872307,0.17578125,1.7176224086613276,1
dinov2,037.Acadian_Flycatcher/Acadian_Flycatcher_0051_29077.jpg,0.2616210163837243,0.29296875,0.8929997054420558,1
dinov2,037.Acadian_Flycatcher/Acadian_Flycatcher_0041_795605.jpg,0.1851361546273229,0.140625,1.3165236726192795,0
dinov2,037.Acadian_Flycatcher/Acadian_Flycatcher_0012_795612.jpg,0.27568671364662467,0.19921875,1.3838391206060348,0
dinov2,038.Great_Crested_Flycatcher/Great_Crested_Flycatcher_0028_29696.jpg,0.09413936565259617,0.140625,0.6694354414808303,1
dinov2,038.Great_Crested_Flycatcher/Great_Crested_Flycatcher_0139_29302.jpg,0.0417431452823742,0.03125,1.3357802215863035,0
dinov2,038.Great_Crested_Flycatcher/Great_Crested_Flycatcher_0010_29396.jpg,0.10457088648888498,0.08203125,1.2747687465593602,1
dinov2,039.Least_Flycatcher/Least_Flycatcher_0057_30282.jpg,0.06087019294615619,0.09375,0.6492819888355873,1
dinov2,041.Scissor_tailed_Flycatcher/Scissor_Tailed_Flycatcher_0042_41990.jpg,0.010591058049545911,0.03125,0.33891374913306943,1
dinov2,041.Scissor_tailed_Flycatcher/Scissor_Tailed_Flycatcher_0094_42018.jpg,0.05954198759264999,0.08203125,0.7258450935978552,0
dinov2,041.Scissor_tailed_Flycatcher/Scissor_Tailed_Flycatcher_0076_41597.jpg,0.012200338638739903,0.046875,0.2602738354346997,1
dinov2,042.Vermilion_Flycatcher/Vermilion_Flycatcher_0070_42250.jpg,0.10202376284519393,0.03515625,2.9020084288031187,0
dinov2,042.Vermilion_Flycatcher/Vermilion_Flycatcher_0059_42261.jpg,0.16750291461389802,0.1484375,1.1284406119039454,1
dinov2,042.Vermilion_Flycatcher/Vermilion_Flycatcher_0021_42378.jpg,0.11172143538131565,0.109375,1.0214530300963234,1
dinov2,042.Vermilion_Flycatcher/Vermilion_Flycatcher_0039_42423.jpg,0.04938382703905292,0.04296875,1.1492960708908733,0
dinov2,042.Vermilion_Flycatcher/Vermilion_Flycatcher_0028_42197.jpg,0.155905718668207,0.17578125,0.8869302601893228,0
dinov2,043.Yellow_bellied_Flycatcher/Yellow_Bellied_Flycatcher_0026_795489.jpg,0.2046936600940005,0.1796875,1.139164653647883,0
dinov2,043.Yellow_bellied_Flycatcher/Yellow_Bellied_Flycatcher_0007_795491.jpg,0.7169796893545779,0.625,1.1471674846126447,1
dinov2,043.Yellow_bellied_Flycatcher/Yellow_Bellied_Flycatcher_0065_42635.jpg,0.09791899593247644,0.08203125,1.1936790429950295,1
dinov2,043.Yellow_bellied_Flycatcher/Yellow_Bellied_Flycatcher_0027_42649.jpg,0.10509820494206447,0.08203125,1.2811970088240077,0
dinov2,044.Frigatebird/Frigatebird_0034_43053.jpg,0.20951657223306783,0.15625,1.3409059764736517,1
dinov2,044.Frigatebird/Frigatebird_0091_43066.jpg,0.037182212713931094,0.02734375,1.3598061390946634,1
dinov2,044.Frigatebird/Frigatebird_0120_43300.jpg,0.039749251200033316,0.03125,1.271975631368864,1
dinov2,045.Northern_Fulmar/Northern_Fulmar_0008_43647.jpg,0.028868505296960133,0.02734375,1.055762093324405,0
dinov2,045.Northern_Fulmar/Northern_Fulmar_0015_43658.jpg,0.07752502265297999,0.06640625,1.1674354594428296,1
dinov2,045.Northern_Fulmar/Northern_Fulmar_0016_43958.jpg,0.4005532318182479,0.265625,1.5079650512511902,0
dinov2,047.American_Goldfinch/American_Goldfinch_0084_32295.jpg,0.09076955774008041,0.06640625,1.3668825460141925,1
dinov2,047.American_Goldfinch/American_Goldfinch_0036_31910.jpg,0.18238278846182077,0.1015625,1.7957688172714594,1
dinov2,047.American_Goldfinch/American_Goldfinch_0064_32142.jpg,0.19783705070131477,0.1015625,1.9479338458779207,1
dinov2,048.European_Goldfinch/European_Goldfinch_0017_794638.jpg,0.44689446229447904,0.328125,1.3619640340566512,1
dinov2,048.European_Goldfinch/European_Goldfinch_0034_33256.jpg,0.27153351771009526,0.1484375,1.8292783118639977,0
dinov2,048.European_Goldfinch/European_Goldfinch_0005_33263.jpg,0.17300583076507256,0.09765625,1.7715795256245996,1
dinov2,050.Eared_Grebe/Eared_Grebe_0042_34132.jpg,0.08505803554922968,0.0546875,1.5553466513510978,1
dinov2,050.Eared_Grebe/Eared_Grebe_0001_34433.jpg,0.1669558454855394,0.1328125,1.2570792125345678,0
dinov2,051.Horned_Grebe/Horned_Grebe_0058_34568.jpg,0.03883011427690621,0.0390625,0.9940506710118272,0
dinov2,051.Horned_Grebe/Horned_Grebe_0095_34491.jpg,0.18925560288202709,0.203125,0.9317198452422333,1
dinov2,051.Horned_Grebe/Horned_Grebe_0053_34512.jpg,0.1072357042015682,0.109375,0.980440634488337,1
dinov2,052.Pied_billed_Grebe/Pied_Billed_Grebe_0013_35882.jpg,0.18050995036675,0.16796875,1.0746638265755488,1
dinov2,052.Pied_billed_Grebe/Pied_Billed_Grebe_0053_35262.jpg,0.1448190779476725,0.1484375,0.975623196237073,1
dinov2,052.Pied_billed_Grebe/Pied_Billed_Grebe_0056_35623.jpg,0.13491914722488377,0.1015625,1.328434549568377,0
dinov2,053.Western_Grebe/Western_Grebe_0048_36399.jpg,0.05141413969504229,0.03515625,1.4624462242298324,1
dinov2,054.Blue_Grosbeak/Blue_Grosbeak_0015_36985.jpg,0.12598514592907384,0.078125,1.6126096614781085,0
dinov2,054.Blue_Grosbeak/Blue_Grosbeak_0016_36862.jpg,0.06243935549170199,0.03515625,1.776052273242432,0
dinov2,055.Evening_Grosbeak/Evening_Grosbeak_0141_37398.jpg,0.0883123695862398,0.0546875,1.6148544628607115,1
dinov2,055.Evening_Grosbeak/Evening_Grosbeak_0085_37487.jpg,0.23694578739996347,0.171875,1.3785935919361603,1
dinov2,055.Evening_Grosbeak/Evening_Grosbeak_0098_37532.jpg,0.16562467634864114,0.125,1.3249973047893449,1
dinov2,055.Evening_Grosbeak/Evening_Grosbeak_0038_37228.jpg,0.2830835882617176,0.1953125,1.4493878976913337,1
dinov2,055.Evening_Grosbeak/Evening_Grosbeak_0015_37238.jpg,0.12102585869159659,0.07421875,1.6306639816078388,1
dinov2,055.Evening_Grosbeak/Evening_Grosbeak_0129_37831.jpg,0.2853001439505424,0.23828125,1.197325144035844,1
dinov2,056.Pine_Grosbeak/Pine_Grosbeak_0042_38432.jpg,0.12362578341644197,0.078125,1.5824098251819996,1
dinov2,056.Pine_Grosbeak/Pine_Grosbeak_0016_38743.jpg,0.33826028901802524,0.14453125,2.3403953512757396,0
dinov2,056.Pine_Grosbeak/Pine_Grosbeak_0052_38804.jpg,0.0956715415181586,0.078125,1.2245955746841966,1
dinov2,056.Pine_Grosbeak/Pine_Grosbeak_0009_38609.jpg,0.38264565915652854,0.16796875,2.2780763467952525,1
dinov2,057.Rose_breasted_Grosbeak/Rose_Breasted_Grosbeak_0003_39223.jpg,0.07455438891637368,0.03515625,2.1206575704120314,1
dinov2,057.Rose_breasted_Grosbeak/Rose_Breasted_Grosbeak_0032_39772.jpg,0.0884622008341101,0.03515625,2.5162574413236816,0
dinov2,057.Rose_breasted_Grosbeak/Rose_Breasted_Grosbeak_0126_39361.jpg,0.12084311546556459,0.05859375,2.0623888186312773,0
dinov2,058.Pigeon_Guillemot/Pigeon_Guillemot_0071_40216.jpg,0.16832851931918782,0.19140625,0.8794305855993834,0
dinov2,058.Pigeon_Guillemot/Pigeon_Guillemot_0075_40159.jpg,0.052526403665607894,0.140625,0.37352106617171366,1
dinov2,059.California_Gull/California_Gull_0088_41296.jpg,0.0939798861748343,0.0703125,1.3366026355030465,0
dinov2,059.California_Gull/California_Gull_0001_40786.jpg,0.09004307149218689,0.0859375,1.0477738008954052,0
dinov2,060.Glaucous_winged_Gull/Glaucous_Winged_Gull_0017_45224.jpg,0.19651476306972437,0.125,1.5721179787883568,1
dinov2,061.Heermann_Gull/Heermann_Gull_0109_45619.jpg,0.16931588102111877,0.09375,1.8060358715814406,0
dinov2,061.Heermann_Gull/Heermann_Gull_0027_45864.jpg,0.2789602139900485,0.18359375,1.5194427849293382,1
dinov2,061.Heermann_Gull/Heermann_Gull_0001_45472.jpg,0.12837355592400332,0.0625,2.053976566147803,1
dinov2,062.Herring_Gull/Herring_Gull_0120_48822.jpg,0.4446280065158429,0.5234375,0.8494385633842765,0
dinov2,063.Ivory_Gull/Ivory_Gull_0085_49456.jpg,0.0780921862987693,0.09765625,0.7996639058138136,1
dinov2,063.Ivory_Gull/Ivory_Gull_0007_49364.jpg,0.07304655693792594,0.09375,0.779163190893803,1
dinov2,064.Ring_billed_Gull/Ring_Billed_Gull_0085_51292.jpg,0.2600060364985151,0.21484375,1.210209859008775,1
dinov2,064.Ring_billed_Gull/Ring_Billed_Gull_0115_51891.jpg,0.22503166139555078,0.140625,1.6002250339079143,0
dinov2,065.Slaty_backed_Gull/Slaty_Backed_Gull_0024_796028.jpg,0.2992892782873301,0.14453125,2.070758106497723,1
dinov2,065.Slaty_backed_Gull/Slaty_Backed_Gull_0085_53158.jpg,0.4050664575212056,0.19921875,2.033274665102853,0
dinov2,066.Western_Gull/Western_Gull_0013_54794.jpg,0.09241815004560915,0.04296875,2.1508219005065343,0
dinov2,066.Western_Gull/Western_Gull_0078_53595.jpg,0.15149345569796113,0.10546875,1.436382258575536,1
dinov2,066.Western_Gull/Western_Gull_0069_53553.jpg,0.27104618330705393,0.12890625,2.102661137690706,0
dinov2,066.Western_Gull/Western_Gull_0066_54105.jpg,0.2518653106222666,0.21484375,1.1723184821484534,1
dinov2,067.Anna_Hummingbird/Anna_Hummingbird_0087_56435.jpg,0.2455873367914293,0.140625,1.7463987152173666,0
dinov2,067.Anna_Hummingbird/Anna_Hummingbird_0037_56587.jpg,0.25952229984393027,0.12109375,2.143151718502508,0
dinov2,068.Ruby_throated_Hummingbird/Ruby_Throated_Hummingbird_0118_57536.jpg,0.14082887929383928,0.09375,1.5021745522356669,1
dinov2,068.Ruby_throated_Hummingbird/Ruby_Throated_Hummingbird_0108_57653.jpg,0.05443806111384688,0.0546875,0.9954386497729898,1
dinov2,069.Rufous_Hummingbird/Rufous_Hummingbird_0009_59405.jpg,0.15255147565327143,0.10546875,1.4464138542377045,1
dinov2,069.Rufous_Hummingbird/Rufous_Hummingbird_0134_59449.jpg,0.17977467210764717,0.109375,1.6436539947072661,0
dinov2,069.Rufous_Hummingbird/Rufous_Hummingbird_0046_59647.jpg,0.14186964966510157,0.13671875,1.0376750759376516,1
dinov2,070.Green_Violetear/Green_Violetear_0119_795724.jpg,0.1898521996875797,0.1328125,1.4294752782518731,1
dinov2,071.Long_tailed_Jaeger/Long_Tailed_Jaeger_0033_60955.jpg,0.11331184684434033,0.078125,1.4503914539574503,1
dinov2,071.Long_tailed_Jaeger/Long_Tailed_Jaeger_0044_60968.jpg,0.24747532066805644,0.1171875,2.111789222828068,0
dinov2,072.Pomarine_Jaeger/Pomarine_Jaeger_0033_795749.jpg,0.1545385275285252,0.125,1.236308121323552,1
dinov2,072.Pomarine_Jaeger/Pomarine_Jaeger_0045_795750.jpg,0.19763579174867563,0.13671875,1.4455645424861638,1
dinov2,072.Pomarine_Jaeger/Pomarine_Jaeger_0014_61335.jpg,0.13623242053995852,0.08203125,1.6607378765114484,1
dinov2,072.Pomarine_Jaeger/Pomarine_Jaeger_0062_61351.jpg,0.1270069250593907,0.07421875,1.71125097023166,0
dinov2,072.Pomarine_Jaeger/Pomarine_Jaeger_0002_61361.jpg,0.05450126486053452,0.0390625,1.3952320232502857,1
dinov2,072.Pomarine_Jaeger/Pomarine_Jaeger_0063_61406.jpg,0.04914688454870385,0.02734375,1.7973711204568736,0
dinov2,073.Blue_Jay/Blue_Jay_0083_61492.jpg,0.20621059377149445,0.1484375,1.3892081170823631,1
dinov2,073.Blue_Jay/Blue_Jay_0068_61543.jpg,0.15188354363714193,0.0859375,1.7673719384834625,1
dinov2,074.Florida_Jay/Florida_Jay_0105_64522.jpg,0.13829635623399145,0.125,1.1063707613622706,1
dinov2,074.Florida_Jay/Florida_Jay_0011_64920.jpg,0.20397221293083914,0.203125,1.0041708449926434,1
dinov2,074.Florida_Jay/Florida_Jay_0005_64940.jpg,0.16800670431758297,0.14453125,1.1624246845809203,1
dinov2,074.Florida_Jay/Florida_Jay_0080_64505.jpg,0.1852426084003747,0.1328125,1.3947677699967775,0
dinov2,074.Florida_Jay/Florida_Jay_0099_64735.jpg,0.055939479288745535,0.06640625,0.8423826200834912,1
dinov2,074.Florida_Jay/Florida_Jay_0065_64739.jpg,0.03551973405954877,0.0234375,1.5155080065906648,0
dinov2,076.Dark_eyed_Junco/Dark_Eyed_Junco_0059_66305.jpg,0.1727838204904011,0.0625,2.764540685519908,0
dinov2,076.Dark_eyed_Junco/Dark_Eyed_Junco_0093_67335.jpg,0.09002628678122859,0.06640625,1.3556897614958077,0
dinov2,077.Tropical_Kingbird/Tropical_Kingbird_0063_69589.jpg,0.028331494169538063,0.01953125,1.4505717587876081,1
dinov2,078.Gray_Kingbird/Gray_Kingbird_0077_70191.jpg,0.16019450931629114,0.10546875,1.5188811295049942,0
dinov2,078.Gray_Kingbird/Gray_Kingbird_0043_795032.jpg,0.1133265943430614,0.078125,1.4505802219169177,1
dinov2,078.Gray_Kingbird/Gray_Kingbird_0010_70057.jpg,0.16431322540393709,0.1328125,1.2371818393006584,1
dinov2,079.Belted_Kingfisher/Belted_Kingfisher_0014_70910.jpg,0.07537543658586565,0.109375,0.6891467857773513,1
dinov2,080.Green_Kingfisher/Green_Kingfisher_0057_71096.jpg,0.08556683361149643,0.05859375,1.4603403777381145,0
dinov2,081.Pied_Kingfisher/Pied_Kingfisher_0132_72706.jpg,0.1350711965162432,0.09765625,1.38312891069393,1
dinov2,082.Ringed_Kingfisher/Ringed_Kingfisher_0051_72997.jpg,0.016473320055284756,0.01953125,0.8434335549925993,1
dinov2,082.Ringed_Kingfisher/Ringed_Kingfisher_0083_73053.jpg,0.07596139110272676,0.04296875,1.7678283269688666,0
dinov2,082.Ringed_Kingfisher/Ringed_Kingfisher_0043_72877.jpg,0.16849390289738062,0.10546875,1.5975716685905914,1
dinov2,083.White_breasted_Kingfisher/White_Breasted_Kingfisher_0065_73372.jpg,0.1609857066793686,0.109375,1.4718691836404734,1
dinov2,084.Red_legged_Kittiwake/Red_Legged_Kittiwake_0051_795404.jpg,0.3048598197055116,0.32421875,0.9402904992465939,1
dinov2,085.Horned_Lark/Horned_Lark_0026_74910.jpg,0.10336475188284493,0.07421875,1.392703837720341,1
dinov2,087.Mallard/Mallard_0107_76498.jpg,0.21090924783050977,0.1171875,1.7997587612409358,1
dinov2,087.Mallard/Mallard_0083_77052.jpg,0.6059293363736946,0.46875,1.2926492233540319,1
dinov2,088.Western_Meadowlark/Western_Meadowlark_0034_78869.jpg,0.07272203703550224,0.0390625,1.8616836715178375,1
dinov2,089.Hooded_Merganser/Hooded_Merganser_0037_796731.jpg,0.2826719807649361,0.22265625,1.2695442776454438,1
dinov2,089.Hooded_Merganser/Hooded_Merganser_0009_79012.jpg,0.21047026092777385,0.13671875,1.5394395101869989,1
dinov2,089.Hooded_Merganser/Hooded_Merganser_0020_79046.jpg,0.13243858575512796,0.0859375,1.5411033640040066,0
dinov2,089.Hooded_Merganser/Hooded_Merganser_0068_79057.jpg,0.2631949345151119,0.1796875,1.4647369453509145,1
dinov2,089.Hooded_Merganser/Hooded_Merganser_0063_79064.jpg,0.26265841666784157,0.203125,1.2930875260896804,1
dinov2,090.Red_breasted_Merganser/Red_Breasted_Merganser_0030_79411.jpg,0.06759868089480371,0.06640625,1.0179564531236018,0
dinov2,090.Red_breasted_Merganser/Red_Breasted_Merganser_0014_79205.jpg,0.11762904385931099,0.10546875,1.1152974952897046,1
dinov2,090.Red_breasted_Merganser/Red_Breasted_Merganser_0004_79232.jpg,0.01675298308067353,0.02734375,0.612680300027265,1
dinov2,091.Mockingbird/Mockingbird_0084_80670.jpg,0.08589028824044248,0.0859375,0.9994505104981805,1
dinov2,091.Mockingbird/Mockingbird_0012_81216.jpg,0.11472435813219511,0.09765625,1.1747773069764817,1
